match_type,match_date,tournament_name,surface,tournament_country,round_name,draw,result,result_status,winner_entry,winner_seed,winner_name,winner_country,loser_entry,loser_seed,loser_name,loser_country
Fed/BJK Cup,2004-04-25,World Group - Japan vs Argentina,Clay,Argentina,Last 16,Main Draw,6-2 6-2,,,,Akiko Morigami,JPN,,,Gisela Dulko,ARG
Fed/BJK Cup,2004-04-25,World Group - Japan vs Argentina,Clay,Argentina,Last 16,Main Draw,6-4 6-0,,,,Paola Suarez,ARG,,,Akiko Morigami,JPN
Fed/BJK Cup,2003-07-20,World Group - Argentina vs Hungary,Clay,Argentina,Last 16,Play-off,6-2 6-3,,,,Natalia Gussoni,ARG,,,Katalin Marosi,HUN
Fed/BJK Cup,2003-07-20,World Group - Argentina vs Hungary,Clay,Argentina,Last 16,Play-off,6-3 6-4,,,,Petra Mandula,HUN,,,Natalia Gussoni,ARG
Fed/BJK Cup,2003-07-20,World Group - Argentina vs Hungary,Clay,Argentina,Last 16,Play-off,6-3 6-1,,,,Clarisa Fernandez,ARG,,,Rita Kuti Kis,HUN
Fed/BJK Cup,2003-07-20,World Group - Argentina vs Hungary,Clay,Argentina,Last 16,Play-off,6-2 7-5,,,,Clarisa Fernandez,ARG,,,Petra Mandula,HUN
Fed/BJK Cup,2003-04-26,World Group - Argentina vs Slovenia,Clay,Argentina,Last 16,Main Draw,6-4 6-2,,,,Natalia Gussoni,ARG,,,Maja Matevzic,SLO
Fed/BJK Cup,2003-04-26,World Group - Argentina vs Slovenia,Clay,Argentina,Last 16,Main Draw,6-1 6-2,,,,Katarina Srebotnik,SLO,,,Natalia Garbellotto,ARG
Fed/BJK Cup,2003-04-26,World Group - Argentina vs Slovenia,Clay,Argentina,Last 16,Main Draw,7-5 6-3,,,,Tina Pisnik,SLO,,,Maria-Emilia Salerni,ARG
Fed/BJK Cup,2003-04-26,World Group - Argentina vs Slovenia,Clay,Argentina,Last 16,Main Draw,6-3 6-7(1) 6-1,,,,Katarina Srebotnik,SLO,,,Maria-Emilia Salerni,ARG
Fed/BJK Cup,2002-07-21,World Group - Hungary vs Argentina,Clay,Hungary,Last 16,Qualifying Round,7-5 6-2,,,,Mariana Diaz-Oliva,ARG,,,Petra Mandula,HUN
Fed/BJK Cup,2002-07-21,World Group - Hungary vs Argentina,Clay,Hungary,Last 16,Qualifying Round,7-5 2-6 6-4,,,,Clarisa Fernandez,ARG,,,Petra Mandula,HUN
Fed/BJK Cup,2002-07-21,World Group - Hungary vs Argentina,Clay,Hungary,Last 16,Qualifying Round,4-6 7-5 6-1,,,,Clarisa Fernandez,ARG,,,Zsofia N Gubacsi,HUN
Fed/BJK Cup,2002-07-21,World Group - Hungary vs Argentina,Clay,Hungary,Last 16,Qualifying Round,4-6 7-5 6-3,,,,Mariana Diaz-Oliva,ARG,,,Zsofia N Gubacsi,HUN
Fed/BJK Cup,2002-04-28,World Group - Argentina vs France,Clay,Argentina,Last 16,Main Draw,7-5 6-4,,,,Paola Suarez,ARG,,,Sandrine Testud,FRA
Fed/BJK Cup,2002-04-28,World Group - Argentina vs France,Clay,Argentina,Last 16,Main Draw,6-4 6-3,,,,Amelie Mauresmo,FRA,,,Paola Suarez,ARG
Fed/BJK Cup,2002-04-28,World Group - Argentina vs France,Clay,Argentina,Last 16,Main Draw,7-5 6-2,,,,Amelie Mauresmo,FRA,,,Mariana Diaz-Oliva,ARG
Fed/BJK Cup,2002-04-28,World Group - Argentina vs France,Clay,Argentina,Last 16,Main Draw,6-2 6-3,,,,Nathalie Dechy,FRA,,,Mariana Diaz-Oliva,ARG
Fed/BJK Cup,2001-11-10,World Group,I.clay,Spain,Round Robin,Main Draw,Not Played,,,,Clarisa Fernandez,ARG,,,Sandrine Testud,FRA
Fed/BJK Cup,2001-11-10,World Group,I.clay,Spain,Round Robin,Main Draw,5-7 6-1 6-0,,,,Amelie Mauresmo,FRA,,,Maria-Emilia Salerni,ARG
Fed/BJK Cup,2001-11-09,World Group,I.clay,Spain,Round Robin,Main Draw,6-4 6-3,,,,Maria-Emilia Salerni,ARG,,,Denisa Chladkova,CZE
Fed/BJK Cup,2001-11-09,World Group,I.clay,Spain,Round Robin,Main Draw,6-4 6-3,,,,Clarisa Fernandez,ARG,,,Kveta Peschke,CZE
Fed/BJK Cup,2001-11-08,World Group,I.clay,Spain,Round Robin,Main Draw,6-1 6-2,,,,Elena Dementieva,RUS,,,Maria-Emilia Salerni,ARG
Fed/BJK Cup,2001-11-08,World Group,I.clay,Spain,Round Robin,Main Draw,6-4 6-3,,,,Nadia Petrova,RUS,,,Clarisa Fernandez,ARG
Fed/BJK Cup,2001-07-22,Qualifiers - Germany vs Argentina,Clay,Germany,Quarter Finals,Main Draw,4-6 6-2 6-1,,,,Anke Huber,GER,,,Maria-Emilia Salerni,ARG
Fed/BJK Cup,2001-07-22,Qualifiers - Germany vs Argentina,Clay,Germany,Quarter Finals,Main Draw,4-6 6-3 12-10,,,,Paola Suarez,ARG,,,Anke Huber,GER
Fed/BJK Cup,2001-07-22,Qualifiers - Germany vs Argentina,Clay,Germany,Quarter Finals,Main Draw,6-2 6-7(7) 6-2,,,,Maria-Emilia Salerni,ARG,,,Barbara Rittner,GER
Fed/BJK Cup,2001-07-22,Qualifiers - Germany vs Argentina,Clay,Germany,Quarter Finals,Main Draw,3-6 6-3 6-2,,,,Paola Suarez,ARG,,,Barbara Rittner,GER
Fed/BJK Cup,2001-04-29,Qualifiers - Japan vs Argentina,I.hard,Japan,Last 16,Main Draw,6-3 4-6 10-8,,,,Clarisa Fernandez,ARG,,,Shinobu Asagoe,JPN
Fed/BJK Cup,2001-04-29,Qualifiers - Japan vs Argentina,I.hard,Japan,Last 16,Main Draw,7-5 6-0,,,,Maria-Emilia Salerni,ARG,,,Yuka Kaneko,JPN
Fed/BJK Cup,2001-04-29,Qualifiers - Japan vs Argentina,I.hard,Japan,Last 16,Main Draw,2-6 7-5 ret.,,,,Saori Obata,JPN,,,Clarisa Fernandez,ARG
Fed/BJK Cup,2001-04-29,Qualifiers - Japan vs Argentina,I.hard,Japan,Last 16,Main Draw,6-4 6-2,,,,Maria-Emilia Salerni,ARG,,,Saori Obata,JPN
Fed/BJK Cup,2000-04-30,Group I Americas,Clay,Brazil,Final,Play-off,6-4 7-5,,,,Maria-Emilia Salerni,ARG,,,Sonya Jeyaseelan,CAN
Fed/BJK Cup,2000-04-30,Group I Americas,Clay,Brazil,Final,Play-off,6-3 7-5,,,,Jana Nejedly,CAN,,,Gisela Dulko,ARG
Fed/BJK Cup,2000-04-29,Group I Americas,Clay,Brazil,Round Robin,Main Draw,7-5 1-6 12-10,,,,Florencia Labat,ARG,,,Fabiola Zuluaga,COL
Fed/BJK Cup,2000-04-29,Group I Americas,Clay,Brazil,Round Robin,Main Draw,6-4 6-2,,,,Maria-Emilia Salerni,ARG,,,Catalina Castano,COL
Fed/BJK Cup,2000-04-28,Group I Americas,Clay,Brazil,Round Robin,Main Draw,6-3 6-2,,,,Maria-Emilia Salerni,ARG,,,Yanet Nunez-Mojarena,CUB
Fed/BJK Cup,2000-04-28,Group I Americas,Clay,Brazil,Round Robin,Main Draw,6-2 6-0,,,,Florencia Labat,ARG,,,Yoannis Montesino,CUB
Fed/BJK Cup,2000-04-26,Group I Americas,Clay,Brazil,Round Robin,Main Draw,6-2 6-2,,,,Florencia Labat,ARG,,,Larissa Schaerer,PAR
Fed/BJK Cup,2000-04-26,Group I Americas,Clay,Brazil,Round Robin,Main Draw,6-0 6-3,,,,Maria-Emilia Salerni,ARG,,,Sarah Tami-Masi,PAR
Fed/BJK Cup,2000-04-25,Group I Americas,Clay,Brazil,Round Robin,Main Draw,6-3 6-2,,,,Florencia Labat,ARG,,,Jessica Fernandez,MEX
Fed/BJK Cup,2000-04-25,Group I Americas,Clay,Brazil,Round Robin,Main Draw,6-1 6-4,,,,Maria-Emilia Salerni,ARG,,,Melody Falco,MEX
Fed/BJK Cup,1999-07-23,World Group II - Argentina vs Chinese Taipei,Hard,Netherlands,Round Robin,Play-off,3-6 6-4 6-4,,,,Paola Suarez,ARG,,,Shi-Ting Wang,TPE
Fed/BJK Cup,1999-07-23,World Group II - Argentina vs Chinese Taipei,Hard,Netherlands,Round Robin,Play-off,6-1 6-2,,,,Mariana Diaz-Oliva,ARG,,,Tzu-Ting Weng,TPE
Fed/BJK Cup,1999-07-22,World Group II - Argentina vs Romania,Hard,Netherlands,Round Robin,Play-off,6-1 5-7 6-2,,,,Ruxandra Dragomir-Ilie,ROU,,,Paola Suarez,ARG
Fed/BJK Cup,1999-07-22,World Group II - Argentina vs Romania,Hard,Netherlands,Round Robin,Play-off,5-7 6-3 6-1,,,,Mariana Diaz-Oliva,ARG,,,Raluca Sandu,ROU
Fed/BJK Cup,1999-07-21,World Group II - Argentina vs Australia,Hard,Netherlands,Round Robin,Play-off,6-4 7-5,,,,Jelena Dokic,AUS,,,Paola Suarez,ARG
Fed/BJK Cup,1999-07-21,World Group II - Argentina vs Australia,Hard,Netherlands,Round Robin,Play-off,4-6 6-2 7-5,,,,Alicia Molik,AUS,,,Mariana Diaz-Oliva,ARG
Fed/BJK Cup,1999-04-18,Group I Americas,Clay,Argentina,Final,Play-off,7-5 3-6 6-2,,,,Paola Suarez,ARG,,,Maria Vento-Kabchi,VEN
Fed/BJK Cup,1999-04-18,Group I Americas,Clay,Argentina,Final,Play-off,6-0 6-3,,,,Mariana Diaz-Oliva,ARG,,,Milagros Sequera,VEN
Fed/BJK Cup,1999-04-17,Group I Americas,Clay,Argentina,Round Robin,Main Draw,0-6 7-5 7-5,,,,Mariana Diaz-Oliva,ARG,,,Catalina Castano,COL
Fed/BJK Cup,1999-04-17,Group I Americas,Clay,Argentina,Round Robin,Main Draw,2-6 6-4 6-1,,,,Paola Suarez,ARG,,,Fabiola Zuluaga,COL
Fed/BJK Cup,1999-04-16,Group I Americas,Clay,Argentina,Round Robin,Main Draw,6-1 6-0,,,,Mariana Diaz-Oliva,ARG,,,Myriam Cueva,ECU
Fed/BJK Cup,1999-04-16,Group I Americas,Clay,Argentina,Round Robin,Main Draw,6-3 6-1,,,,Paola Suarez,ARG,,,Paola Guerrero,ECU
Fed/BJK Cup,1999-04-15,Group I Americas,Clay,Argentina,Round Robin,Main Draw,6-0 6-3,,,,Mariana Diaz-Oliva,ARG,,,Laura Bernal,PAR
Fed/BJK Cup,1999-04-15,Group I Americas,Clay,Argentina,Round Robin,Main Draw,6-2 6-4,,,,Paola Suarez,ARG,,,Larissa Schaerer,PAR
Fed/BJK Cup,1999-04-14,Group I Americas,Clay,Argentina,Round Robin,Main Draw,6-2 6-1,,,,Mariana Diaz-Oliva,ARG,,,Graciela Velez,MEX
Fed/BJK Cup,1999-04-14,Group I Americas,Clay,Argentina,Round Robin,Main Draw,6-1 6-3,,,,Paola Suarez,ARG,,,Karin Palme,MEX
Fed/BJK Cup,1998-07-26,World Group II - Australia vs Argentina,I.carpet,Australia,Quarter Finals,Play-off,6-2 6-4,,,,Nicole Pratt,AUS,,,Celeste Contin,ARG
Fed/BJK Cup,1998-07-26,World Group II - Australia vs Argentina,I.carpet,Australia,Quarter Finals,Play-off,6-2 6-2,,,,Jelena Dokic,AUS,,,Mariana Diaz-Oliva,ARG
Fed/BJK Cup,1998-07-26,World Group II - Australia vs Argentina,I.carpet,Australia,Quarter Finals,Play-off,6-3 3-6 6-4,,,,Nicole Pratt,AUS,,,Mariana Diaz-Oliva,ARG
Fed/BJK Cup,1998-07-26,World Group II - Australia vs Argentina,I.carpet,Australia,Quarter Finals,Play-off,6-3 6-2,,,,Jelena Dokic,AUS,,,Laura Montalvo,ARG
Fed/BJK Cup,1998-04-19,World Group II - Argentina vs Slovakia,Clay,Argentina,Quarter Finals,Main Draw,6-4 3-6 6-3,,,,Florencia Labat,ARG,,,Karina Habsudova,SVK
Fed/BJK Cup,1998-04-19,World Group II - Argentina vs Slovakia,Clay,Argentina,Quarter Finals,Main Draw,3-6 6-2 11-9,,,,Karina Habsudova,SVK,,,Mariana Diaz-Oliva,ARG
Fed/BJK Cup,1998-04-19,World Group II - Argentina vs Slovakia,Clay,Argentina,Quarter Finals,Main Draw,6-2 6-2,,,,Henrieta Nagyova,SVK,,,Mariana Diaz-Oliva,ARG
Fed/BJK Cup,1998-04-19,World Group II - Argentina vs Slovakia,Clay,Argentina,Quarter Finals,Main Draw,7-5 6-4,,,,Henrieta Nagyova,SVK,,,Florencia Labat,ARG
Fed/BJK Cup,1997-07-13,World Group I - Argentina vs Switzerland,I.carpet,Switzerland,Quarter Finals,Play-off,3-6 7-5 10-8,,,,Patty Schnyder,SUI,,,Florencia Labat,ARG
Fed/BJK Cup,1997-07-13,World Group I - Argentina vs Switzerland,I.carpet,Switzerland,Quarter Finals,Play-off,6-1 6-0,,,,Patty Schnyder,SUI,,,Maria-Jose Gaidano,ARG
Fed/BJK Cup,1997-07-13,World Group I - Argentina vs Switzerland,I.carpet,Switzerland,Quarter Finals,Play-off,6-2 6-1,,,,Martina Hingis,SUI,,,Florencia Labat,ARG
Fed/BJK Cup,1997-07-13,World Group I - Argentina vs Switzerland,I.carpet,Switzerland,Quarter Finals,Play-off,6-1 6-2,,,,Martina Hingis,SUI,,,Maria-Jose Gaidano,ARG
Fed/BJK Cup,1997-03-02,"World Group II - Argentina vs Korea, Rep.",Hard,South Korea,Quarter Finals,Main Draw,4-6 6-3 6-1,,,,Mariana Diaz-Oliva,ARG,,,Eun-Ha Kim,KOR
Fed/BJK Cup,1997-03-02,"World Group II - Argentina vs Korea, Rep.",Hard,South Korea,Quarter Finals,Main Draw,6-3 6-1,,,,Sung-Hee Park,KOR,,,Mariana Diaz-Oliva,ARG
Fed/BJK Cup,1997-03-02,"World Group II - Argentina vs Korea, Rep.",Hard,South Korea,Quarter Finals,Main Draw,6-1 6-2,,,,Florencia Labat,ARG,,,Young-Ja Choi,KOR
Fed/BJK Cup,1997-03-02,"World Group II - Argentina vs Korea, Rep.",Hard,South Korea,Quarter Finals,Main Draw,6-4 6-1,,,,Florencia Labat,ARG,,,Sung-Hee Park,KOR
Fed/BJK Cup,1996-07-14,World Group I - Argentina vs Czechia,I.carpet,Czech Republic,Quarter Finals,Play-off,6-1 6-2,,,,Jana Novotna,CZE,,,Mercedes Paz,ARG
Fed/BJK Cup,1996-07-14,World Group I - Argentina vs Czechia,I.carpet,Czech Republic,Quarter Finals,Play-off,7-5 6-3,,,,Helena Sukova,CZE,,,Florencia Labat,ARG
Fed/BJK Cup,1996-07-14,World Group I - Argentina vs Czechia,I.carpet,Czech Republic,Quarter Finals,Play-off,6-7(5) 6-1 6-2,,,,Helena Sukova,CZE,,,Mercedes Paz,ARG
Fed/BJK Cup,1996-07-14,World Group I - Argentina vs Czechia,I.carpet,Czech Republic,Quarter Finals,Play-off,6-3 ret.,,,,Florencia Labat,ARG,,,Ludmila Richterova,CZE
Fed/BJK Cup,1996-04-28,World Group I - France vs Argentina,Clay,France,Quarter Finals,Main Draw,7-6(5) 6-1,,,,Paola Suarez,ARG,,,Nathalie Tauziat,FRA
Fed/BJK Cup,1996-04-28,World Group I - France vs Argentina,Clay,France,Quarter Finals,Main Draw,6-4 7-6(7),,,,Julie Halard-Decugis,FRA,,,Paola Suarez,ARG
Fed/BJK Cup,1996-04-28,World Group I - France vs Argentina,Clay,France,Quarter Finals,Main Draw,6-4 6-1,,,,Julie Halard-Decugis,FRA,,,Florencia Labat,ARG
Fed/BJK Cup,1996-04-28,World Group I - France vs Argentina,Clay,France,Quarter Finals,Main Draw,6-3 6-4,,,,Florencia Labat,ARG,,,Nathalie Tauziat,FRA
Fed/BJK Cup,1995-07-23,World Group I,Clay,Argentina,Quarter Finals,Play-off,6-3 6-2,,,,Florencia Labat,ARG,,,Nicole Bradtke,AUS
Fed/BJK Cup,1995-07-23,World Group I,Clay,Argentina,Quarter Finals,Play-off,6-2 6-4,,,,Florencia Labat,ARG,,,Rennae Stubbs,AUS
Fed/BJK Cup,1995-07-23,World Group I,Clay,Argentina,Quarter Finals,Play-off,6-0 3-6 6-2,,,,Gabriela Sabatini,ARG,,,Nicole Bradtke,AUS
Fed/BJK Cup,1995-07-23,World Group I,Clay,Argentina,Quarter Finals,Play-off,6-2 6-2,,,,Gabriela Sabatini,ARG,,,Rachel McQuillan,AUS
Fed/BJK Cup,1995-04-23,World Group II,Hard,Indonesia,Quarter Finals,Main Draw,7-5 6-2,,,,Gabriela Sabatini,ARG,,,Romana Tedjakusuma,INA
Fed/BJK Cup,1995-04-23,World Group II,Hard,Indonesia,Quarter Finals,Main Draw,7-5 6-4,,,,Yayuk Basuki,INA,,,Gabriela Sabatini,ARG
Fed/BJK Cup,1995-04-23,World Group II,Hard,Indonesia,Quarter Finals,Main Draw,6-3 6-2,,,,Florencia Labat,ARG,,,Romana Tedjakusuma,INA
Fed/BJK Cup,1995-04-23,World Group II,Hard,Indonesia,Quarter Finals,Main Draw,7-5 6-4,,,,Yayuk Basuki,INA,,,Florencia Labat,ARG
Fed/BJK Cup,1994-07-21,World Group,Clay,Germany,Last 16,Main Draw,6-3 6-7(6) 6-2,,,,Conchita Martínez,ESP,,,Patricia Tarabini,ARG
Fed/BJK Cup,1994-07-21,World Group,Clay,Germany,Last 16,Main Draw,6-1 6-4,,,,Arantxa Sanchez Vicario,ESP,,,Florencia Labat,ARG
Fed/BJK Cup,1994-07-18,World Group,Clay,Germany,Last 32,Main Draw,6-1 6-0,,,,Florencia Labat,ARG,,,Belkis Rodriguez,CUB
Fed/BJK Cup,1994-07-18,World Group,Clay,Germany,Last 32,Main Draw,6-4 6-2,,,,Patricia Tarabini,ARG,,,Yoannis Montesino,CUB
Fed/BJK Cup,1993-07-24,World Group,Clay,Germany,Semi Finals,Main Draw,1-6 6-2 6-3,,,,Nicole Bradtke,AUS,,,Florencia Labat,ARG
Fed/BJK Cup,1993-07-24,World Group,Clay,Germany,Semi Finals,Main Draw,6-4 6-2,,,,Ines Gorrochategui,ARG,,,Michelle Jaggard-Lai,AUS
Fed/BJK Cup,1993-07-22,World Group,Clay,Germany,Quarter Finals,Main Draw,5-7 6-3 6-0,,,,Florencia Labat,ARG,,,Lori McNeil,USA
Fed/BJK Cup,1993-07-22,World Group,Clay,Germany,Quarter Finals,Main Draw,6-7(5) 7-5 7-5,,,,Ines Gorrochategui,ARG,,,Lindsay Davenport,USA
Fed/BJK Cup,1993-07-21,World Group,Clay,Germany,Last 16,Main Draw,6-1 7-5,,,,Ines Gorrochategui,ARG,,,Katerina Maleeva,BUL
Fed/BJK Cup,1993-07-21,World Group,Clay,Germany,Last 16,Main Draw,6-4 5-7 6-3,,,,Magdalena Maleeva,BUL,,,Florencia Labat,ARG
Fed/BJK Cup,1993-07-19,World Group,Clay,Germany,Last 32,Main Draw,6-2 6-2,,,,Ines Gorrochategui,ARG,,,Claudine Toleafoa,NZL
Fed/BJK Cup,1993-07-19,World Group,Clay,Germany,Last 32,Main Draw,6-2 6-4,,,,Florencia Labat,ARG,,,Julie Richardson,NZL
Fed/BJK Cup,1992-07-17,World Group,Clay,Germany,Quarter Finals,Main Draw,6-2 6-1,,,,Arantxa Sanchez Vicario,ESP,,,Mercedes Paz,ARG
Fed/BJK Cup,1992-07-17,World Group,Clay,Germany,Quarter Finals,Main Draw,6-0 6-1,,,,Conchita Martinez,ESP,,,Florencia Labat,ARG
Fed/BJK Cup,1992-07-15,World Group,Clay,Germany,Last 16,Main Draw,6-1 6-1,,,,Florencia Labat,ARG,,,Mana Endo,JPN
Fed/BJK Cup,1992-07-15,World Group,Clay,Germany,Last 16,Main Draw,4-6 6-1 6-3,,,,Kimiko Date,JPN,,,Mercedes Paz,ARG
Fed/BJK Cup,1992-07-14,World Group,Clay,Germany,Last 32,Main Draw,6-2 6-1,,,,Florencia Labat,ARG,,,Lupita Novelo,MEX
Fed/BJK Cup,1992-07-14,World Group,Clay,Germany,Last 32,Main Draw,6-3 5-7 6-2,,,,Mercedes Paz,ARG,,,Angelica Gavaldon,MEX
